firm,type,share_percent
PRUDENTIAL FINANCIAL INC.,Financial company,0.24
PRUDENTIAL FINANCIAL INC.,Corporate,0.23
PRUDENTIAL FINANCIAL INC.,Bank,0.22
PRUDENTIAL FINANCIAL INC.,Private equity firm,0.21
PRUDENTIAL FINANCIAL INC.,"Public authority, state, government",0.20
PRUDENTIAL FINANCIAL INC.,Financial company,0.19
PRUDENTIAL FINANCIAL INC.,Bank,0.19
PRUDENTIAL FINANCIAL INC.,Bank,0.18
PRUDENTIAL FINANCIAL INC.,Insurance company,0.18
PRUDENTIAL FINANCIAL INC.,Bank,0.17
PRUDENTIAL FINANCIAL INC.,Financial company,0.17
PRUDENTIAL FINANCIAL INC.,Bank,0.17
PRUDENTIAL FINANCIAL INC.,Corporate,0.17
PRUDENTIAL FINANCIAL INC.,Corporate,0.17
PRUDENTIAL FINANCIAL INC.,"Mutual and pension fund, nominee, trust, trustee",0.17
PRUDENTIAL FINANCIAL INC.,"Mutual and pension fund, nominee, trust, trustee",0.17
PRUDENTIAL FINANCIAL INC.,Bank,0.16
PRUDENTIAL FINANCIAL INC.,Bank,0.16
PRUDENTIAL FINANCIAL INC.,Bank,0.16
PRUDENTIAL FINANCIAL INC.,Financial company,0.16
PRUDENTIAL FINANCIAL INC.,"Mutual and pension fund, nominee, trust, trustee",0.15
PRUDENTIAL FINANCIAL INC.,Insurance company,0.14
PRUDENTIAL FINANCIAL INC.,"Public authority, state, government",0.14
PRUDENTIAL FINANCIAL INC.,Financial company,0.14
PRUDENTIAL FINANCIAL INC.,Bank,0.13
PRUDENTIAL FINANCIAL INC.,"Public authority, state, government",0.13
PRUDENTIAL FINANCIAL INC.,Bank,0.12
PRUDENTIAL FINANCIAL INC.,Bank,0.12
PRUDENTIAL FINANCIAL INC.,Corporate,0.12
PRUDENTIAL FINANCIAL INC.,"Mutual and pension fund, nominee, trust, trustee",0.12
PRUDENTIAL FINANCIAL INC.,Bank,0.12
PRUDENTIAL FINANCIAL INC.,"Mutual and pension fund, nominee, trust, trustee",0.12
PRUDENTIAL FINANCIAL INC.,Corporate,0.12
PRUDENTIAL FINANCIAL INC.,"Public authority, state, government",0.11
PRUDENTIAL FINANCIAL INC.,"Public authority, state, government",0.11
PRUDENTIAL FINANCIAL INC.,"Mutual and pension fund, nominee, trust, trustee",0.11
PRUDENTIAL FINANCIAL INC.,"Mutual and pension fund, nominee, trust, trustee",0.11
PRUDENTIAL FINANCIAL INC.,Insurance company,0.10
PRUDENTIAL FINANCIAL INC.,Insurance company,0.10
PRUDENTIAL FINANCIAL INC.,Bank,0.10
PRUDENTIAL FINANCIAL INC.,Bank,0.10
PRUDENTIAL FINANCIAL INC.,Bank,0.10
PRUDENTIAL FINANCIAL INC.,"Public authority, state, government",0.10
PRUDENTIAL FINANCIAL INC.,Financial company,0.10
PRUDENTIAL FINANCIAL INC.,Venture capital,0.10
EXELON CORPORATION,Financial company,8.74
EXELON CORPORATION,Corporate,8.31
EXELON CORPORATION,Bank,7.41
EXELON CORPORATION,Bank,6.60
EXELON CORPORATION,Corporate,3.65
EXELON CORPORATION,Corporate,3.21
EXELON CORPORATION,Bank,2.40
EXELON CORPORATION,Bank,1.94
EXELON CORPORATION,"Mutual and pension fund, nominee, trust, trustee",1.58
EXELON CORPORATION,Financial company,1.55
EXELON CORPORATION,Financial company,1.33
EXELON CORPORATION,Bank,1.33
EXELON CORPORATION,Financial company,1.24
EXELON CORPORATION,Bank,1.23
EXELON CORPORATION,Bank,1.22
EXELON CORPORATION,Bank,1.17
EXELON CORPORATION,Bank,1.15
EXELON CORPORATION,"Public authority, state, government",1.00
EXELON CORPORATION,Insurance company,0.92
EXELON CORPORATION,"Public authority, state, government",0.90
EXELON CORPORATION,Corporate,0.86
EXELON CORPORATION,Insurance company,0.78
EXELON CORPORATION,Bank,0.73
EXELON CORPORATION,Corporate,0.72
EXELON CORPORATION,Financial company,0.63
EXELON CORPORATION,Bank,0.61
EXELON CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.58
EXELON CORPORATION,Bank,0.57
EXELON CORPORATION,Bank,0.54
EXELON CORPORATION,Bank,0.50
EXELON CORPORATION,Bank,0.45
EXELON CORPORATION,Financial company,0.44
EXELON CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.44
EXELON CORPORATION,Bank,0.42
EXELON CORPORATION,Bank,0.42
EXELON CORPORATION,Bank,0.39
EXELON CORPORATION,Bank,0.38
EXELON CORPORATION,Insurance company,0.38
EXELON CORPORATION,Bank,0.38
EXELON CORPORATION,"Public authority, state, government",0.30
EXELON CORPORATION,Insurance company,0.30
EXELON CORPORATION,Insurance company,0.30
EXELON CORPORATION,"Public authority, state, government",0.29
EXELON CORPORATION,Bank,0.28
EXELON CORPORATION,Bank,0.27
EXELON CORPORATION,Corporate,0.25
EXELON CORPORATION,Bank,0.25
EXELON CORPORATION,Private equity firm,0.25
EXELON CORPORATION,Financial company,0.25
EXELON CORPORATION,Corporate,0.25
EXELON CORPORATION,Venture capital,0.25
EXELON CORPORATION,Bank,0.23
EXELON CORPORATION,Corporate,0.22
EXELON CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.22
EXELON CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.22
EXELON CORPORATION,Bank,0.21
EXELON CORPORATION,Insurance company,0.21
EXELON CORPORATION,"Public authority, state, government",0.21
EXELON CORPORATION,Corporate,0.21
EXELON CORPORATION,Corporate,0.21
EXELON CORPORATION,Bank,0.20
EXELON CORPORATION,Corporate,0.20
EXELON CORPORATION,Bank,0.20
EXELON CORPORATION,Financial company,0.19
EXELON CORPORATION,Financial company,0.19
EXELON CORPORATION,Bank,0.18
EXELON CORPORATION,Bank,0.18
EXELON CORPORATION,Financial company,0.18
EXELON CORPORATION,Corporate,0.18
EXELON CORPORATION,Bank,0.17
EXELON CORPORATION,Bank,0.17
EXELON CORPORATION,Corporate,0.17
EXELON CORPORATION,Insurance company,0.17
EXELON CORPORATION,Bank,0.16
EXELON CORPORATION,Financial company,0.16
EXELON CORPORATION,"Public authority, state, government",0.16
EXELON CORPORATION,Financial company,0.15
EXELON CORPORATION,Bank,0.15
EXELON CORPORATION,"Public authority, state, government",0.15
EXELON CORPORATION,Financial company,0.15
EXELON CORPORATION,Private equity firm,0.15
EXELON CORPORATION,Insurance company,0.15
EXELON CORPORATION,Bank,0.14
EXELON CORPORATION,Bank,0.14
EXELON CORPORATION,Bank,0.14
EXELON CORPORATION,Bank,0.14
EXELON CORPORATION,"Public authority, state, government",0.14
EXELON CORPORATION,Corporate,0.14
EXELON CORPORATION,Corporate,0.14
EXELON CORPORATION,Financial company,0.14
EXELON CORPORATION,"Public authority, state, government",0.13
EXELON CORPORATION,Financial company,0.13
EXELON CORPORATION,Insurance company,0.12
EXELON CORPORATION,Bank,0.12
EXELON CORPORATION,"Public authority, state, government",0.12
EXELON CORPORATION,Corporate,0.12
EXELON CORPORATION,Corporate,0.12
EXELON CORPORATION,Corporate,0.11
EXELON CORPORATION,Insurance company,0.11
EXELON CORPORATION,Corporate,0.11
EXELON CORPORATION,"Public authority, state, government",0.11
EXELON CORPORATION,Bank,0.11
EXELON CORPORATION,"Public authority, state, government",0.11
EXELON CORPORATION,Private equity firm,0.11
EXELON CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.11
EXELON CORPORATION,Corporate,0.11
EXELON CORPORATION,Financial company,0.11
EXELON CORPORATION,"Mutual and pension fund, nominee, trust, trustee",0.11
EXELON CORPORATION,Bank,0.10
EXELON CORPORATION,Bank,0.10
HONEYWELL INTERNATIONAL INC,Financial company,7.55
HONEYWELL INTERNATIONAL INC,Bank,5.83
HONEYWELL INTERNATIONAL INC,Bank,4.29
HONEYWELL INTERNATIONAL INC,Corporate,3.88
HONEYWELL INTERNATIONAL INC,Insurance company,3.76
HONEYWELL INTERNATIONAL INC,Bank,3.30
HONEYWELL INTERNATIONAL INC,Corporate,2.39
HONEYWELL INTERNATIONAL INC,Bank,1.89
HONEYWELL INTERNATIONAL INC,Bank,1.58
HONEYWELL INTERNATIONAL INC,Bank,1.46
HONEYWELL INTERNATIONAL INC,Corporate,1.46
HONEYWELL INTERNATIONAL INC,"Mutual and pension fund, nominee, trust, trustee",1.45
HONEYWELL INTERNATIONAL INC,Bank,1.27
HONEYWELL INTERNATIONAL INC,Corporate,1.27
HONEYWELL INTERNATIONAL INC,Bank,1.21
HONEYWELL INTERNATIONAL INC,Bank,1.19
HONEYWELL INTERNATIONAL INC,Bank,1.00
HONEYWELL INTERNATIONAL INC,Bank,0.99
HONEYWELL INTERNATIONAL INC,Bank,0.88
HONEYWELL INTERNATIONAL INC,Bank,0.85
HONEYWELL INTERNATIONAL INC,Insurance company,0.80
HONEYWELL INTERNATIONAL INC,Bank,0.67
HONEYWELL INTERNATIONAL INC,Bank,0.67
HONEYWELL INTERNATIONAL INC,Bank,0.66
HONEYWELL INTERNATIONAL INC,Insurance company,0.63
HONEYWELL INTERNATIONAL INC,Bank,0.61
HONEYWELL INTERNATIONAL INC,Bank,0.57
HONEYWELL INTERNATIONAL INC,Bank,0.57
HONEYWELL INTERNATIONAL INC,Bank,0.50
HONEYWELL INTERNATIONAL INC,Financial company,0.49
HONEYWELL INTERNATIONAL INC,Corporate,0.49
HONEYWELL INTERNATIONAL INC,Financial company,0.48
HONEYWELL INTERNATIONAL INC,Bank,0.46
HONEYWELL INTERNATIONAL INC,Bank,0.42
HONEYWELL INTERNATIONAL INC,"Public authority, state, government",0.42
HONEYWELL INTERNATIONAL INC,Bank,0.39
HONEYWELL INTERNATIONAL INC,Corporate,0.33
HONEYWELL INTERNATIONAL INC,Bank,0.32
HONEYWELL INTERNATIONAL INC,Bank,0.31
HONEYWELL INTERNATIONAL INC,Financial company,0.29
HONEYWELL INTERNATIONAL INC,Private equity firm,0.29
HONEYWELL INTERNATIONAL INC,Insurance company,0.28
HONEYWELL INTERNATIONAL INC,"Public authority, state, government",0.28
HONEYWELL INTERNATIONAL INC,Bank,0.27
HONEYWELL INTERNATIONAL INC,Financial company,0.27
HONEYWELL INTERNATIONAL INC,Bank,0.24
HONEYWELL INTERNATIONAL INC,Bank,0.24
HONEYWELL INTERNATIONAL INC,Bank,0.24
HONEYWELL INTERNATIONAL INC,Bank,0.24
HONEYWELL INTERNATIONAL INC,Corporate,0.24
HONEYWELL INTERNATIONAL INC,Private equity firm,0.23
HONEYWELL INTERNATIONAL INC,Bank,0.23
HONEYWELL INTERNATIONAL INC,Insurance company,0.23
HONEYWELL INTERNATIONAL INC,Financial company,0.22
HONEYWELL INTERNATIONAL INC,Bank,0.22
HONEYWELL INTERNATIONAL INC,Corporate,0.22
HONEYWELL INTERNATIONAL INC,Private equity firm,0.21
HONEYWELL INTERNATIONAL INC,Financial company,0.21
HONEYWELL INTERNATIONAL INC,Insurance company,0.20
HONEYWELL INTERNATIONAL INC,"Mutual and pension fund, nominee, trust, trustee",0.20
HONEYWELL INTERNATIONAL INC,Bank,0.18
HONEYWELL INTERNATIONAL INC,"Public authority, state, government",0.18
HONEYWELL INTERNATIONAL INC,Corporate,0.18
HONEYWELL INTERNATIONAL INC,"Mutual and pension fund, nominee, trust, trustee",0.18
HONEYWELL INTERNATIONAL INC,Corporate,0.18
HONEYWELL INTERNATIONAL INC,"Mutual and pension fund, nominee, trust, trustee",0.18
HONEYWELL INTERNATIONAL INC,Bank,0.17
HONEYWELL INTERNATIONAL INC,Corporate,0.17
HONEYWELL INTERNATIONAL INC,Bank,0.17
HONEYWELL INTERNATIONAL INC,Bank,0.17
HONEYWELL INTERNATIONAL INC,Corporate,0.17
HONEYWELL INTERNATIONAL INC,Corporate,0.17
HONEYWELL INTERNATIONAL INC,Financial company,0.16
HONEYWELL INTERNATIONAL INC,Financial company,0.16
HONEYWELL INTERNATIONAL INC,Corporate,0.16
HONEYWELL INTERNATIONAL INC,Corporate,0.16
HONEYWELL INTERNATIONAL INC,Corporate,0.16
HONEYWELL INTERNATIONAL INC,Insurance company,0.16
HONEYWELL INTERNATIONAL INC,Bank,0.15
HONEYWELL INTERNATIONAL INC,Bank,0.15
HONEYWELL INTERNATIONAL INC,Bank,0.15
HONEYWELL INTERNATIONAL INC,Bank,0.15
HONEYWELL INTERNATIONAL INC,Financial company,0.15
HONEYWELL INTERNATIONAL INC,Financial company,0.15
HONEYWELL INTERNATIONAL INC,"Public authority, state, government",0.14
HONEYWELL INTERNATIONAL INC,Corporate,0.14
HONEYWELL INTERNATIONAL INC,Corporate,0.14
HONEYWELL INTERNATIONAL INC,Private equity firm,0.14
HONEYWELL INTERNATIONAL INC,Corporate,0.14
HONEYWELL INTERNATIONAL INC,"Public authority, state, government",0.14
HONEYWELL INTERNATIONAL INC,Insurance company,0.13
HONEYWELL INTERNATIONAL INC,Bank,0.13
HONEYWELL INTERNATIONAL INC,Bank,0.13
HONEYWELL INTERNATIONAL INC,Bank,0.13
HONEYWELL INTERNATIONAL INC,Insurance company,0.12
HONEYWELL INTERNATIONAL INC,Corporate,0.12
HONEYWELL INTERNATIONAL INC,Financial company,0.12
HONEYWELL INTERNATIONAL INC,Insurance company,0.12
HONEYWELL INTERNATIONAL INC,Bank,0.11
HONEYWELL INTERNATIONAL INC,Bank,0.11
HONEYWELL INTERNATIONAL INC,Bank,0.11
HONEYWELL INTERNATIONAL INC,Bank,0.11
HONEYWELL INTERNATIONAL INC,Bank,0.11
HONEYWELL INTERNATIONAL INC,Bank,0.11
HONEYWELL INTERNATIONAL INC,"Public authority, state, government",0.11
HONEYWELL INTERNATIONAL INC,Financial company,0.11
HONEYWELL INTERNATIONAL INC,Financial company,0.11
HONEYWELL INTERNATIONAL INC,Financial company,0.11
HONEYWELL INTERNATIONAL INC,Corporate,0.11
HONEYWELL INTERNATIONAL INC,Bank,0.10
HONEYWELL INTERNATIONAL INC,Insurance company,0.10
HONEYWELL INTERNATIONAL INC,One or more named individuals or families,0.10
HONEYWELL INTERNATIONAL INC,Bank,0.10
HONEYWELL INTERNATIONAL INC,Corporate,0.10
HONEYWELL INTERNATIONAL INC,Bank,0.10
HONEYWELL INTERNATIONAL INC,"Public authority, state, government",0.10
HONEYWELL INTERNATIONAL INC,"Mutual and pension fund, nominee, trust, trustee",0.10
THERMO FISHER SCIENTIFIC INC.,Financial company,7.97
THERMO FISHER SCIENTIFIC INC.,Corporate,7.65
THERMO FISHER SCIENTIFIC INC.,Venture capital,n.a.
THERMO FISHER SCIENTIFIC INC.,Bank,7.30
THERMO FISHER SCIENTIFIC INC.,Bank,4.27
THERMO FISHER SCIENTIFIC INC.,Insurance company,3.79
THERMO FISHER SCIENTIFIC INC.,Bank,3.69
THERMO FISHER SCIENTIFIC INC.,Corporate,2.94
THERMO FISHER SCIENTIFIC INC.,Corporate,1.96
THERMO FISHER SCIENTIFIC INC.,Bank,1.94
THERMO FISHER SCIENTIFIC INC.,Bank,1.85
THERMO FISHER SCIENTIFIC INC.,Bank,1.46
THERMO FISHER SCIENTIFIC INC.,"Mutual and pension fund, nominee, trust, trustee",1.40
THERMO FISHER SCIENTIFIC INC.,Bank,1.27
THERMO FISHER SCIENTIFIC INC.,Financial company,1.20
THERMO FISHER SCIENTIFIC INC.,Bank,1.15
THERMO FISHER SCIENTIFIC INC.,"Public authority, state, government",1.08
THERMO FISHER SCIENTIFIC INC.,Bank,1.04
THERMO FISHER SCIENTIFIC INC.,Bank,0.88
THERMO FISHER SCIENTIFIC INC.,Bank,0.87
THERMO FISHER SCIENTIFIC INC.,Bank,0.82
THERMO FISHER SCIENTIFIC INC.,Financial company,0.82
THERMO FISHER SCIENTIFIC INC.,Corporate,0.73
THERMO FISHER SCIENTIFIC INC.,Bank,0.71
THERMO FISHER SCIENTIFIC INC.,Bank,0.68
THERMO FISHER SCIENTIFIC INC.,Bank,0.68
THERMO FISHER SCIENTIFIC INC.,Bank,0.67
THERMO FISHER SCIENTIFIC INC.,Insurance company,0.64
THERMO FISHER SCIENTIFIC INC.,Corporate,0.64
THERMO FISHER SCIENTIFIC INC.,"Mutual and pension fund, nominee, trust, trustee",0.63
THERMO FISHER SCIENTIFIC INC.,Bank,0.61
THERMO FISHER SCIENTIFIC INC.,Corporate,0.57
THERMO FISHER SCIENTIFIC INC.,Bank,0.54
THERMO FISHER SCIENTIFIC INC.,"Mutual and pension fund, nominee, trust, trustee",0.52
THERMO FISHER SCIENTIFIC INC.,Bank,0.51
THERMO FISHER SCIENTIFIC INC.,Bank,0.49
THERMO FISHER SCIENTIFIC INC.,Corporate,0.48
THERMO FISHER SCIENTIFIC INC.,Financial company,0.47
THERMO FISHER SCIENTIFIC INC.,Bank,0.47
THERMO FISHER SCIENTIFIC INC.,Private equity firm,0.44
THERMO FISHER SCIENTIFIC INC.,Insurance company,0.42
THERMO FISHER SCIENTIFIC INC.,Private equity firm,0.42
THERMO FISHER SCIENTIFIC INC.,"Public authority, state, government",0.42
THERMO FISHER SCIENTIFIC INC.,Bank,0.41
THERMO FISHER SCIENTIFIC INC.,"Public authority, state, government",0.40
THERMO FISHER SCIENTIFIC INC.,Bank,0.39
THERMO FISHER SCIENTIFIC INC.,Insurance company,0.39
THERMO FISHER SCIENTIFIC INC.,Financial company,0.39
THERMO FISHER SCIENTIFIC INC.,Bank,0.38
THERMO FISHER SCIENTIFIC INC.,Bank,0.38
THERMO FISHER SCIENTIFIC INC.,Bank,0.35
THERMO FISHER SCIENTIFIC INC.,"Public authority, state, government",0.35
THERMO FISHER SCIENTIFIC INC.,Bank,0.32
THERMO FISHER SCIENTIFIC INC.,Bank,0.31
THERMO FISHER SCIENTIFIC INC.,Corporate,0.30
THERMO FISHER SCIENTIFIC INC.,Bank,0.29
THERMO FISHER SCIENTIFIC INC.,Bank,0.28
THERMO FISHER SCIENTIFIC INC.,Financial company,0.27
THERMO FISHER SCIENTIFIC INC.,Bank,0.26
THERMO FISHER SCIENTIFIC INC.,Corporate,0.26
THERMO FISHER SCIENTIFIC INC.,Corporate,0.25
THERMO FISHER SCIENTIFIC INC.,"Mutual and pension fund, nominee, trust, trustee",0.24
THERMO FISHER SCIENTIFIC INC.,Corporate,0.24
THERMO FISHER SCIENTIFIC INC.,Insurance company,0.24
THERMO FISHER SCIENTIFIC INC.,"Mutual and pension fund, nominee, trust, trustee",0.24
THERMO FISHER SCIENTIFIC INC.,Bank,0.23
THERMO FISHER SCIENTIFIC INC.,Bank,0.22
THERMO FISHER SCIENTIFIC INC.,Bank,0.21
THERMO FISHER SCIENTIFIC INC.,Financial company,0.21
THERMO FISHER SCIENTIFIC INC.,Corporate,0.21
THERMO FISHER SCIENTIFIC INC.,"Mutual and pension fund, nominee, trust, trustee",0.21
THERMO FISHER SCIENTIFIC INC.,Bank,0.20
THERMO FISHER SCIENTIFIC INC.,Insurance company,0.19
THERMO FISHER SCIENTIFIC INC.,Bank,0.18
THERMO FISHER SCIENTIFIC INC.,Bank,0.18
THERMO FISHER SCIENTIFIC INC.,Financial company,0.18
THERMO FISHER SCIENTIFIC INC.,Bank,0.18
THERMO FISHER SCIENTIFIC INC.,"Mutual and pension fund, nominee, trust, trustee",0.17
THERMO FISHER SCIENTIFIC INC.,Bank,0.17
THERMO FISHER SCIENTIFIC INC.,"Mutual and pension fund, nominee, trust, trustee",0.17
THERMO FISHER SCIENTIFIC INC.,Bank,0.16
THERMO FISHER SCIENTIFIC INC.,Bank,0.16
THERMO FISHER SCIENTIFIC INC.,Financial company,0.16
THERMO FISHER SCIENTIFIC INC.,"Public authority, state, government",0.16
THERMO FISHER SCIENTIFIC INC.,Bank,0.16
THERMO FISHER SCIENTIFIC INC.,"Public authority, state, government",0.16
THERMO FISHER SCIENTIFIC INC.,Bank,0.15
THERMO FISHER SCIENTIFIC INC.,Bank,0.15
THERMO FISHER SCIENTIFIC INC.,"Public authority, state, government",0.15
THERMO FISHER SCIENTIFIC INC.,Corporate,0.15
THERMO FISHER SCIENTIFIC INC.,Insurance company,0.15
THERMO FISHER SCIENTIFIC INC.,Insurance company,0.15
THERMO FISHER SCIENTIFIC INC.,"Public authority, state, government",0.14
THERMO FISHER SCIENTIFIC INC.,Bank,0.14
THERMO FISHER SCIENTIFIC INC.,Financial company,0.14
THERMO FISHER SCIENTIFIC INC.,Financial company,0.14
THERMO FISHER SCIENTIFIC INC.,"Public authority, state, government",0.14
THERMO FISHER SCIENTIFIC INC.,"Mutual and pension fund, nominee, trust, trustee",0.14
THERMO FISHER SCIENTIFIC INC.,"Mutual and pension fund, nominee, trust, trustee",0.14
THERMO FISHER SCIENTIFIC INC.,Insurance company,0.13
THERMO FISHER SCIENTIFIC INC.,Bank,0.12
THERMO FISHER SCIENTIFIC INC.,"Public authority, state, government",0.12
THERMO FISHER SCIENTIFIC INC.,Financial company,0.12
THERMO FISHER SCIENTIFIC INC.,Bank,0.12
THERMO FISHER SCIENTIFIC INC.,Bank,0.12
THERMO FISHER SCIENTIFIC INC.,Private equity firm,0.12
THERMO FISHER SCIENTIFIC INC.,"Public authority, state, government",0.12
THERMO FISHER SCIENTIFIC INC.,Corporate,0.12
THERMO FISHER SCIENTIFIC INC.,Insurance company,0.11
THERMO FISHER SCIENTIFIC INC.,Corporate,0.11
THERMO FISHER SCIENTIFIC INC.,"Mutual and pension fund, nominee, trust, trustee",0.11
THERMO FISHER SCIENTIFIC INC.,"Mutual and pension fund, nominee, trust, trustee",0.11
THERMO FISHER SCIENTIFIC INC.,Bank,0.11
THERMO FISHER SCIENTIFIC INC.,"Public authority, state, government",0.11
THERMO FISHER SCIENTIFIC INC.,Financial company,0.11
THERMO FISHER SCIENTIFIC INC.,Financial company,0.11
THERMO FISHER SCIENTIFIC INC.,Corporate,0.11
THERMO FISHER SCIENTIFIC INC.,"Mutual and pension fund, nominee, trust, trustee",0.11
THERMO FISHER SCIENTIFIC INC.,Corporate,0.11
THERMO FISHER SCIENTIFIC INC.,Insurance company,0.11
THERMO FISHER SCIENTIFIC INC.,Insurance company,0.11
THERMO FISHER SCIENTIFIC INC.,Insurance company,0.11
THERMO FISHER SCIENTIFIC INC.,"Mutual and pension fund, nominee, trust, trustee",0.10
THERMO FISHER SCIENTIFIC INC.,Financial company,0.10
THERMO FISHER SCIENTIFIC INC.,"Mutual and pension fund, nominee, trust, trustee",0.10
THERMO FISHER SCIENTIFIC INC.,"Mutual and pension fund, nominee, trust, trustee",0.10
THERMO FISHER SCIENTIFIC INC.,Corporate,0.10
THERMO FISHER SCIENTIFIC INC.,Bank,0.10
THERMO FISHER SCIENTIFIC INC.,Bank,0.10
THERMO FISHER SCIENTIFIC INC.,"Mutual and pension fund, nominee, trust, trustee",0.10
THERMO FISHER SCIENTIFIC INC.,Insurance company,0.10
TRAVELERS COMPANIES INC.,Financial company,8.71
TRAVELERS COMPANIES INC.,Bank,7.91
TRAVELERS COMPANIES INC.,Bank,6.92
TRAVELERS COMPANIES INC.,Corporate,5.05
TRAVELERS COMPANIES INC.,Corporate,4.94
TRAVELERS COMPANIES INC.,Insurance company,4.91
TRAVELERS COMPANIES INC.,Bank,2.09
TRAVELERS COMPANIES INC.,Bank,1.87
TRAVELERS COMPANIES INC.,Bank,1.74
TRAVELERS COMPANIES INC.,Financial company,1.54
TRAVELERS COMPANIES INC.,Bank,1.52
TRAVELERS COMPANIES INC.,"Mutual and pension fund, nominee, trust, trustee",1.42
TRAVELERS COMPANIES INC.,Bank,1.38
TRAVELERS COMPANIES INC.,Financial company,1.22
TRAVELERS COMPANIES INC.,Corporate,1.20
TRAVELERS COMPANIES INC.,Corporate,1.16
TRAVELERS COMPANIES INC.,Bank,1.15
TRAVELERS COMPANIES INC.,Bank,1.11
TRAVELERS COMPANIES INC.,Financial company,1.10
TRAVELERS COMPANIES INC.,Financial company,1.06
TRAVELERS COMPANIES INC.,"Public authority, state, government",1.05
TRAVELERS COMPANIES INC.,Bank,0.99
TRAVELERS COMPANIES INC.,Bank,0.99
TRAVELERS COMPANIES INC.,Corporate,0.94
TRAVELERS COMPANIES INC.,"Public authority, state, government",0.91
TRAVELERS COMPANIES INC.,Insurance company,0.82
TRAVELERS COMPANIES INC.,Bank,0.60
TRAVELERS COMPANIES INC.,"Mutual and pension fund, nominee, trust, trustee",0.59
TRAVELERS COMPANIES INC.,Bank,0.56
TRAVELERS COMPANIES INC.,Bank,0.54
TRAVELERS COMPANIES INC.,Bank,0.48
TRAVELERS COMPANIES INC.,Corporate,0.47
TRAVELERS COMPANIES INC.,Bank,0.44
TRAVELERS COMPANIES INC.,Bank,0.44
TRAVELERS COMPANIES INC.,Bank,0.41
TRAVELERS COMPANIES INC.,Bank,0.39
TRAVELERS COMPANIES INC.,Corporate,0.38
TRAVELERS COMPANIES INC.,Financial company,0.37
TRAVELERS COMPANIES INC.,Bank,0.35
TRAVELERS COMPANIES INC.,Bank,0.32
TRAVELERS COMPANIES INC.,"Mutual and pension fund, nominee, trust, trustee",0.32
TRAVELERS COMPANIES INC.,Bank,0.30
TRAVELERS COMPANIES INC.,Financial company,0.28
TRAVELERS COMPANIES INC.,Financial company,0.27
TRAVELERS COMPANIES INC.,Corporate,0.25
TRAVELERS COMPANIES INC.,Corporate,0.25
TRAVELERS COMPANIES INC.,"Public authority, state, government",0.24
TRAVELERS COMPANIES INC.,Bank,0.24
TRAVELERS COMPANIES INC.,Bank,0.24
TRAVELERS COMPANIES INC.,Financial company,0.24
TRAVELERS COMPANIES INC.,Corporate,0.24
TRAVELERS COMPANIES INC.,"Mutual and pension fund, nominee, trust, trustee",0.24
TRAVELERS COMPANIES INC.,Insurance company,0.23
TRAVELERS COMPANIES INC.,"Public authority, state, government",0.23
TRAVELERS COMPANIES INC.,Insurance company,0.23
TRAVELERS COMPANIES INC.,Financial company,0.23
TRAVELERS COMPANIES INC.,Insurance company,0.22
TRAVELERS COMPANIES INC.,Corporate,0.22
TRAVELERS COMPANIES INC.,"Mutual and pension fund, nominee, trust, trustee",0.22
TRAVELERS COMPANIES INC.,Financial company,0.22
TRAVELERS COMPANIES INC.,"Mutual and pension fund, nominee, trust, trustee",0.21
TRAVELERS COMPANIES INC.,Bank,0.20
TRAVELERS COMPANIES INC.,"Mutual and pension fund, nominee, trust, trustee",0.20
TRAVELERS COMPANIES INC.,Bank,0.19
TRAVELERS COMPANIES INC.,Private equity firm,0.19
TRAVELERS COMPANIES INC.,Corporate,0.19
TRAVELERS COMPANIES INC.,Financial company,0.19
TRAVELERS COMPANIES INC.,Bank,0.18
TRAVELERS COMPANIES INC.,"Public authority, state, government",0.18
TRAVELERS COMPANIES INC.,Bank,0.17
TRAVELERS COMPANIES INC.,Financial company,0.17
TRAVELERS COMPANIES INC.,Financial company,0.17
TRAVELERS COMPANIES INC.,Financial company,0.17
TRAVELERS COMPANIES INC.,Bank,0.16
TRAVELERS COMPANIES INC.,Bank,0.16
TRAVELERS COMPANIES INC.,Insurance company,0.16
TRAVELERS COMPANIES INC.,Bank,0.15
TRAVELERS COMPANIES INC.,Bank,0.15
TRAVELERS COMPANIES INC.,Bank,0.15
TRAVELERS COMPANIES INC.,Bank,0.15
TRAVELERS COMPANIES INC.,Bank,0.14
TRAVELERS COMPANIES INC.,Bank,0.14
TRAVELERS COMPANIES INC.,Bank,0.14
TRAVELERS COMPANIES INC.,"Mutual and pension fund, nominee, trust, trustee",0.14
TRAVELERS COMPANIES INC.,"Public authority, state, government",0.14
TRAVELERS COMPANIES INC.,Bank,0.13
TRAVELERS COMPANIES INC.,Bank,0.13
TRAVELERS COMPANIES INC.,Insurance company,0.13
TRAVELERS COMPANIES INC.,"Mutual and pension fund, nominee, trust, trustee",0.13
TRAVELERS COMPANIES INC.,"Public authority, state, government",0.13
TRAVELERS COMPANIES INC.,Financial company,0.13
TRAVELERS COMPANIES INC.,Corporate,0.12
