firm,type,share_percent
"Dollar Tree, Inc.","Mutual and pension fund, nominee, trust, trustee",5.229999999999999
"Dollar Tree, Inc.",One or more named individuals or families,0.0
"Dollar Tree, Inc.",Private equity firm,0.93
"Dollar Tree, Inc.","Public authority, state, government",2.83
"Dollar Tree, Inc.",Venture capital,0.28
"Dominion Energy, Inc.",Bank,29.81
"Dominion Energy, Inc.",Corporate,14.25
"Dominion Energy, Inc.",Financial company,10.399999999999997
"Dominion Energy, Inc.",Insurance company,3.5100000000000002
"Dominion Energy, Inc.","Mutual and pension fund, nominee, trust, trustee",2.4200000000000004
"Dominion Energy, Inc.",Private equity firm,0.22999999999999998
"Dominion Energy, Inc.","Public authority, state, government",2.3899999999999997
"Dominion Energy, Inc.",Venture capital,0.14
Dte Energy Co,Bank,29.160000000000004
Dte Energy Co,Corporate,19.700000000000003
Dte Energy Co,Financial company,15.990000000000004
Dte Energy Co,Insurance company,3.45
Dte Energy Co,"Mutual and pension fund, nominee, trust, trustee",2.7800000000000002
Dte Energy Co,Private equity firm,0.4
Dte Energy Co,"Public authority, state, government",1.79
Dte Energy Co,Venture capital,0.32
Duke Energy Corporation,Bank,26.559999999999995
Duke Energy Corporation,Corporate,9.800000000000002
Duke Energy Corporation,Financial company,10.51
Duke Energy Corporation,Insurance company,5.739999999999999
Duke Energy Corporation,"Mutual and pension fund, nominee, trust, trustee",1.79
Duke Energy Corporation,Private equity firm,0.47000000000000003
Duke Energy Corporation,"Public authority, state, government",2.0700000000000003
Duke Energy Corporation,Venture capital,0.14
Ebay Inc,Bank,38.06999999999999
Ebay Inc,Corporate,17.840000000000007
Ebay Inc,Financial company,18.110000000000003
Ebay Inc,Hedge fund,0.13
Ebay Inc,Insurance company,4.500000000000001
Ebay Inc,"Mutual and pension fund, nominee, trust, trustee",10.42
Ebay Inc,One or more named individuals or families,0.0
Ebay Inc,Private equity firm,1.1300000000000001
Ebay Inc,"Public authority, state, government",3.36
Ebay Inc,Venture capital,0.16
Edison International,Bank,44.620000000000005
Edison International,Corporate,17.69
Edison International,Financial company,18.81
Edison International,"Foundation, research Institute",0.12
Edison International,Insurance company,3.3300000000000005
Edison International,"Mutual and pension fund, nominee, trust, trustee",2.2100000000000004
Edison International,Private equity firm,1.43
Edison International,"Public authority, state, government",2.7700000000000005
Eli Lilly And Company,Bank,25.140000000000004
Eli Lilly And Company,Corporate,12.280000000000003
Eli Lilly And Company,Financial company,14.15
Eli Lilly And Company,Insurance company,4.260000000000001
Eli Lilly And Company,"Mutual and pension fund, nominee, trust, trustee",1.7200000000000002
Eli Lilly And Company,"Public authority, state, government",2.2899999999999996
Eli Lilly And Company,Venture capital,0.11
Emerson Electric Co,Bank,34.08000000000001
Emerson Electric Co,Corporate,10.629999999999999
Emerson Electric Co,Financial company,3.36
Emerson Electric Co,Insurance company,3.76
Emerson Electric Co,"Mutual and pension fund, nominee, trust, trustee",6.2700000000000005
Emerson Electric Co,Private equity firm,0.43000000000000005
Emerson Electric Co,"Public authority, state, government",2.96
Emerson Electric Co,Venture capital,0.11
Energy Transfer Lp,Bank,17.349999999999994
Energy Transfer Lp,Corporate,3.68
Energy Transfer Lp,Financial company,7.15
Energy Transfer Lp,Insurance company,0.53
Energy Transfer Lp,"Mutual and pension fund, nominee, trust, trustee",3.7
Energy Transfer Lp,One or more named individuals or families,14.080000000000002
Energy Transfer Lp,Private equity firm,0.42
Energy Transfer Lp,"Public authority, state, government",0.71
Energy Transfer Lp,Venture capital,0.19
Entergy Corp,Bank,43.219999999999985
Entergy Corp,Corporate,13.410000000000004
Entergy Corp,Financial company,17.169999999999998
Entergy Corp,Insurance company,4.010000000000001
Entergy Corp,"Mutual and pension fund, nominee, trust, trustee",3.67
Entergy Corp,Private equity firm,0.51
Entergy Corp,"Public authority, state, government",2.9799999999999995
Entergy Corp,Venture capital,0.11
Enterprise Products Partners L P,Bank,14.189999999999996
Enterprise Products Partners L P,Corporate,4.1499999999999995
Enterprise Products Partners L P,Financial company,5.53
Enterprise Products Partners L P,Insurance company,1.0
Enterprise Products Partners L P,"Mutual and pension fund, nominee, trust, trustee",1.9100000000000001
Enterprise Products Partners L P,One or more named individuals or families,32.19
Enterprise Products Partners L P,Private equity firm,0.13
Enterprise Products Partners L P,"Public authority, state, government",0.53
Enterprise Products Partners L P,Venture capital,0.11
Eog Resources Inc,Bank,31.47
Eog Resources Inc,Corporate,30.940000000000005
Eog Resources Inc,Financial company,14.97
Eog Resources Inc,Insurance company,5.819999999999999
Eog Resources Inc,"Mutual and pension fund, nominee, trust, trustee",3.63
Eog Resources Inc,Private equity firm,0.62
Eog Resources Inc,"Public authority, state, government",2.9600000000000004
Eog Resources Inc,Venture capital,0.14
Estee Lauder Companies Inc. (The),Bank,20.739999999999995
Estee Lauder Companies Inc. (The),Corporate,13.419999999999996
Estee Lauder Companies Inc. (The),Financial company,11.57
Estee Lauder Companies Inc. (The),Insurance company,3.16
Estee Lauder Companies Inc. (The),"Mutual and pension fund, nominee, trust, trustee",3.0900000000000003
Estee Lauder Companies Inc. (The),One or more named individuals or families,83.41
Estee Lauder Companies Inc. (The),"Public authority, state, government",1.5200000000000002
Exelon Corporation,Bank,33.48
Exelon Corporation,Corporate,19.290000000000003
Exelon Corporation,Financial company,15.580000000000002
Exelon Corporation,Insurance company,3.4399999999999995
Exelon Corporation,"Mutual and pension fund, nominee, trust, trustee",3.2600000000000002
Exelon Corporation,Private equity firm,0.51
Exelon Corporation,"Public authority, state, government",3.6199999999999997
Exelon Corporation,Venture capital,0.25
"Expedia Group, Inc.",Bank,29.069999999999997
"Expedia Group, Inc.",Corporate,20.339999999999996
"Expedia Group, Inc.",Financial company,21.54
"Expedia Group, Inc.",Hedge fund,0.41000000000000003
"Expedia Group, Inc.",Insurance company,1.31
"Expedia Group, Inc.","Mutual and pension fund, nominee, trust, trustee",19.24000000000001
"Expedia Group, Inc.",One or more named individuals or families,0.0
"Expedia Group, Inc.",Private equity firm,9.370000000000001
"Expedia Group, Inc.","Public authority, state, government",2.8099999999999996
"Expedia Group, Inc.",Venture capital,0.13
Exxon Mobil Corp,Bank,23.62
Exxon Mobil Corp,Corporate,4.99
Exxon Mobil Corp,Financial company,10.15
Exxon Mobil Corp,Insurance company,2.2499999999999996
Exxon Mobil Corp,"Mutual and pension fund, nominee, trust, trustee",1.69
Exxon Mobil Corp,Private equity firm,0.32
Exxon Mobil Corp,"Public authority, state, government",2.46
"Facebook, Inc.",Bank,25.909999999999993
"Facebook, Inc.",Corporate,15.210000000000003
"Facebook, Inc.",Financial company,2.6799999999999997
"Facebook, Inc.","Foundation, research Institute",0.11
"Facebook, Inc.",Hedge fund,0.49
"Facebook, Inc.",Insurance company,2.3700000000000006
"Facebook, Inc.","Mutual and pension fund, nominee, trust, trustee",2.44
"Facebook, Inc.",One or more named individuals or families,62.61
"Facebook, Inc.",Private equity firm,0.42000000000000004
"Facebook, Inc.","Public authority, state, government",2.2699999999999996
"Facebook, Inc.",Venture capital,0.12
Federal National Mortgage Association,Bank,0.1
Federal National Mortgage Association,Corporate,11.54
Federal National Mortgage Association,Hedge fund,9.22
Federal National Mortgage Association,"Mutual and pension fund, nominee, trust, trustee",11.31
Federal National Mortgage Association,One or more named individuals or families,0.0
Federal National Mortgage Association,Venture capital,0.0
Fedex Corp,Bank,21.83
Fedex Corp,Corporate,18.120000000000008
Fedex Corp,Financial company,21.590000000000007
Fedex Corp,"Foundation, research Institute",1.15
Fedex Corp,Insurance company,1.38
Fedex Corp,"Mutual and pension fund, nominee, trust, trustee",1.91
Fedex Corp,One or more named individuals or families,0.0
Fedex Corp,Private equity firm,0.27
Fedex Corp,"Public authority, state, government",3.09
Fedex Corp,Venture capital,0.1
Firstenergy Corporation,Bank,35.45000000000002
Firstenergy Corporation,Corporate,10.820000000000002
Firstenergy Corporation,Financial company,19.490000000000002
Firstenergy Corporation,Insurance company,8.3
Firstenergy Corporation,"Mutual and pension fund, nominee, trust, trustee",3.0000000000000004
Firstenergy Corporation,Private equity firm,1.05
Firstenergy Corporation,"Public authority, state, government",1.5000000000000002
Firstenergy Corporation,Venture capital,0.25
Freddie Mac,Corporate,3.21
Freeport-Mcmoran Inc.,Bank,32.29
Freeport-Mcmoran Inc.,Corporate,13.78
Freeport-Mcmoran Inc.,Financial company,18.510000000000012
Freeport-Mcmoran Inc.,Hedge fund,0.14
Freeport-Mcmoran Inc.,Insurance company,1.7399999999999998
Freeport-Mcmoran Inc.,"Mutual and pension fund, nominee, trust, trustee",4.829999999999999
Freeport-Mcmoran Inc.,One or more named individuals or families,4.699999999999999
Freeport-Mcmoran Inc.,Private equity firm,1.03
Freeport-Mcmoran Inc.,"Public authority, state, government",1.4300000000000004
Freeport-Mcmoran Inc.,Venture capital,0.19
Gap Inc,Bank,18.54
Gap Inc,Corporate,15.620000000000003
Gap Inc,Financial company,16.050000000000004
Gap Inc,Hedge fund,0.22
Gap Inc,Insurance company,2.47
Gap Inc,"Mutual and pension fund, nominee, trust, trustee",8.599999999999998
Gap Inc,One or more named individuals or families,0.0
Gap Inc,Private equity firm,0.13
Gap Inc,"Public authority, state, government",2.2800000000000002
Gap Inc,Venture capital,0.21
General Electric Company,Bank,28.82
General Electric Company,Corporate,7.790000000000001
General Electric Company,Financial company,15.260000000000002
General Electric Company,Insurance company,2.2600000000000002
General Electric Company,"Mutual and pension fund, nominee, trust, trustee",2.17
General Electric Company,Private equity firm,0.35
General Electric Company,"Public authority, state, government",2.2199999999999998
Gilead Sciences Inc,Bank,31.54000000000001
Gilead Sciences Inc,Corporate,25.05
Gilead Sciences Inc,Financial company,12.719999999999995
Gilead Sciences Inc,Insurance company,2.89
Gilead Sciences Inc,"Mutual and pension fund, nominee, trust, trustee",3.4100000000000006
Gilead Sciences Inc,Private equity firm,1.08
Gilead Sciences Inc,"Public authority, state, government",3.1
"Goldman Sachs Group, Inc",Bank,27.170000000000005
"Goldman Sachs Group, Inc",Corporate,8.399999999999999
"Goldman Sachs Group, Inc",Financial company,14.770000000000001
"Goldman Sachs Group, Inc",Insurance company,7.290000000000001
"Goldman Sachs Group, Inc","Mutual and pension fund, nominee, trust, trustee",2.1199999999999997
"Goldman Sachs Group, Inc","Other unnamed shareholders, aggregated",0.0
"Goldman Sachs Group, Inc",Private equity firm,0.11
"Goldman Sachs Group, Inc","Public authority, state, government",2.11
Group 1 Automotive Inc,Bank,41.76999999999999
Group 1 Automotive Inc,Corporate,19.360000000000007
Group 1 Automotive Inc,Financial company,22.56
Group 1 Automotive Inc,Insurance company,6.58
Group 1 Automotive Inc,"Mutual and pension fund, nominee, trust, trustee",8.75
Group 1 Automotive Inc,Private equity firm,9.049999999999999
Group 1 Automotive Inc,"Public authority, state, government",3.65
Group 1 Automotive Inc,Venture capital,0.78
Halliburton Co,Bank,34.60000000000001
Halliburton Co,Corporate,13.13
Halliburton Co,Financial company,25.21
Halliburton Co,Hedge fund,0.11
Halliburton Co,Insurance company,3.1399999999999997
Halliburton Co,"Mutual and pension fund, nominee, trust, trustee",2.1
Halliburton Co,Private equity firm,0.35
Halliburton Co,"Public authority, state, government",2.32
"Hca Healthcare, Inc.",Bank,28.400000000000002
"Hca Healthcare, Inc.",Corporate,11.499999999999998
"Hca Healthcare, Inc.",Financial company,17.24
"Hca Healthcare, Inc.",Hedge fund,0.41000000000000003
"Hca Healthcare, Inc.",Insurance company,4.350000000000001
"Hca Healthcare, Inc.","Mutual and pension fund, nominee, trust, trustee",8.459999999999999
"Hca Healthcare, Inc.",Private equity firm,1.41
"Hca Healthcare, Inc.","Public authority, state, government",2.4999999999999996
Hewlett Packard Enterprise Company,Bank,28.160000000000007
Hewlett Packard Enterprise Company,Corporate,18.709999999999997
Hewlett Packard Enterprise Company,Financial company,28.139999999999997
Hewlett Packard Enterprise Company,Insurance company,2.46
Hewlett Packard Enterprise Company,"Mutual and pension fund, nominee, trust, trustee",4.1
Hewlett Packard Enterprise Company,One or more named individuals or families,0.1
Hewlett Packard Enterprise Company,Private equity firm,0.16
Hewlett Packard Enterprise Company,"Public authority, state, government",2.09
Hewlett Packard Enterprise Company,Venture capital,1.02
Hollyfrontier Corporation,Bank,34.24999999999999
Hollyfrontier Corporation,Corporate,18.310000000000002
Hollyfrontier Corporation,Financial company,19.390000000000004
Hollyfrontier Corporation,Insurance company,6.01
Hollyfrontier Corporation,"Mutual and pension fund, nominee, trust, trustee",8.97
Hollyfrontier Corporation,Private equity firm,1.04
Hollyfrontier Corporation,"Public authority, state, government",2.98
Hollyfrontier Corporation,Venture capital,0.22
Honeywell International Inc,Bank,36.21000000000002
Honeywell International Inc,Corporate,12.38
Honeywell International Inc,Financial company,10.579999999999998
Honeywell International Inc,Insurance company,6.53
Honeywell International Inc,"Mutual and pension fund, nominee, trust, trustee",2.11
Honeywell International Inc,One or more named individuals or families,0.1
Honeywell International Inc,Private equity firm,0.87
Honeywell International Inc,"Public authority, state, government",1.3700000000000003
Hp Inc.,Bank,23.20000000000001
Hp Inc.,Corporate,26.95
Hp Inc.,Financial company,7.419999999999999
Hp Inc.,Insurance company,3.0500000000000003
Hp Inc.,"Mutual and pension fund, nominee, trust, trustee",5.3199999999999985
Hp Inc.,Private equity firm,1.8300000000000003
Hp Inc.,"Public authority, state, government",2.52
Hp Inc.,Venture capital,0.17
Humana Inc.,Bank,38.140000000000015
Humana Inc.,Corporate,27.18
Humana Inc.,Financial company,13.430000000000001
Humana Inc.,Hedge fund,1.98
Humana Inc.,Insurance company,3.56
Humana Inc.,"Mutual and pension fund, nominee, trust, trustee",4.5
Humana Inc.,Private equity firm,0.97
Humana Inc.,"Public authority, state, government",2.85
Humana Inc.,Venture capital,0.16
Illinois Tool Works Inc,Bank,30.849999999999998
Illinois Tool Works Inc,Corporate,15.780000000000001
Illinois Tool Works Inc,Financial company,11.03
Illinois Tool Works Inc,Insurance company,10.519999999999998
Illinois Tool Works Inc,"Mutual and pension fund, nominee, trust, trustee",2.9699999999999998
Illinois Tool Works Inc,"Public authority, state, government",2.47
Illinois Tool Works Inc,Venture capital,0.13
Intel Corp,Bank,29.430000000000003
Intel Corp,Corporate,10.279999999999996
Intel Corp,Financial company,12.539999999999996
Intel Corp,Insurance company,2.6599999999999997
Intel Corp,"Mutual and pension fund, nominee, trust, trustee",2.92
Intel Corp,Private equity firm,0.25
Intel Corp,"Public authority, state, government",2.5100000000000002
Intel Corp,Venture capital,0.12
International Business Machines Corp,Bank,30.17000000000001
International Business Machines Corp,Corporate,4.5
International Business Machines Corp,Financial company,10.48
International Business Machines Corp,Insurance company,1.56
International Business Machines Corp,"Mutual and pension fund, nominee, trust, trustee",2.01
International Business Machines Corp,Private equity firm,0.11
International Business Machines Corp,"Public authority, state, government",2.73
International Business Machines Corp,Venture capital,0.12
"Jabil, Inc.",Bank,20.719999999999995
"Jabil, Inc.",Corporate,10.190000000000003
"Jabil, Inc.",Financial company,13.770000000000001
"Jabil, Inc.",Hedge fund,0.29000000000000004
"Jabil, Inc.",Insurance company,2.88
"Jabil, Inc.","Mutual and pension fund, nominee, trust, trustee",12.780000000000001
"Jabil, Inc.",One or more named individuals or families,1.38
"Jabil, Inc.",Private equity firm,1.14
"Jabil, Inc.","Public authority, state, government",3.269999999999999
"Jabil, Inc.",Venture capital,0.27
Johnson & Johnson,Bank,18.45000000000001
Johnson & Johnson,Corporate,6.610000000000001
Johnson & Johnson,Financial company,3.74
Johnson & Johnson,"Foundation, research Institute",0.49
Johnson & Johnson,Insurance company,4.330000000000001
Johnson & Johnson,"Mutual and pension fund, nominee, trust, trustee",2.35
Johnson & Johnson,Private equity firm,0.29
Johnson & Johnson,"Public authority, state, government",2.94
Johnson & Johnson,Venture capital,0.1
Jones Lang Lasalle Inc,Bank,35.28999999999999
Jones Lang Lasalle Inc,Corporate,15.169999999999998
Jones Lang Lasalle Inc,Financial company,22.4
Jones Lang Lasalle Inc,"Foundation, research Institute",0.14
Jones Lang Lasalle Inc,Insurance company,4.14
Jones Lang Lasalle Inc,"Mutual and pension fund, nominee, trust, trustee",4.14
Jones Lang Lasalle Inc,Private equity firm,10.069999999999999
Jones Lang Lasalle Inc,"Public authority, state, government",3.4500000000000006
Jones Lang Lasalle Inc,Venture capital,0.15
Jpmorgan Chase & Co,Bank,28.720000000000002
Jpmorgan Chase & Co,Corporate,10.81
Jpmorgan Chase & Co,Financial company,10.99
Jpmorgan Chase & Co,Insurance company,3.7600000000000007
Jpmorgan Chase & Co,"Mutual and pension fund, nominee, trust, trustee",2.05
Jpmorgan Chase & Co,One or more named individuals or families,0.0
Jpmorgan Chase & Co,Private equity firm,0.6900000000000001
Jpmorgan Chase & Co,"Public authority, state, government",2.55
Kimberly Clark Corp,Bank,37.59999999999998
Kimberly Clark Corp,Corporate,8.24
Kimberly Clark Corp,Financial company,11.43
Kimberly Clark Corp,Insurance company,4.17
Kimberly Clark Corp,"Mutual and pension fund, nominee, trust, trustee",3.22
Kimberly Clark Corp,Private equity firm,0.32
Kimberly Clark Corp,"Public authority, state, government",3.21
Kimberly Clark Corp,Venture capital,0.15
"Kinder Morgan, Inc.",Bank,31.240000000000002
"Kinder Morgan, Inc.",Corporate,4.11
"Kinder Morgan, Inc.",Financial company,14.149999999999999
"Kinder Morgan, Inc.",Insurance company,2.09
"Kinder Morgan, Inc.","Mutual and pension fund, nominee, trust, trustee",3.25
"Kinder Morgan, Inc.",One or more named individuals or families,0.15
"Kinder Morgan, Inc.",Private equity firm,0.61
"Kinder Morgan, Inc.","Public authority, state, government",2.41
Kohls Corporation,Bank,42.889999999999986
Kohls Corporation,Corporate,14.020000000000001
Kohls Corporation,Financial company,23.35
Kohls Corporation,Hedge fund,0.5
Kohls Corporation,Insurance company,3.0900000000000007
Kohls Corporation,"Mutual and pension fund, nominee, trust, trustee",8.38
Kohls Corporation,Private equity firm,1.86
Kohls Corporation,"Public authority, state, government",3.5099999999999993
Kohls Corporation,Venture capital,0.48
Laboratory Corp Of America Holdings,Bank,38.579999999999984
Laboratory Corp Of America Holdings,Corporate,17.64
Laboratory Corp Of America Holdings,Financial company,18.89
Laboratory Corp Of America Holdings,"Foundation, research Institute",0.23
Laboratory Corp Of America Holdings,Hedge fund,0.57
Laboratory Corp Of America Holdings,Insurance company,3.0700000000000003
Laboratory Corp Of America Holdings,"Mutual and pension fund, nominee, trust, trustee",5.920000000000002
Laboratory Corp Of America Holdings,Private equity firm,1.5500000000000003
Laboratory Corp Of America Holdings,"Public authority, state, government",3.86
Laboratory Corp Of America Holdings,Venture capital,0.11
"Leidos Holdings, Inc.",Bank,32.32000000000001
"Leidos Holdings, Inc.",Corporate,14.490000000000002
"Leidos Holdings, Inc.",Financial company,15.439999999999998
"Leidos Holdings, Inc.",Insurance company,4.85
"Leidos Holdings, Inc.","Mutual and pension fund, nominee, trust, trustee",3.64
"Leidos Holdings, Inc.","Public authority, state, government",2.95
"Leidos Holdings, Inc.",Venture capital,1.66
Lincoln National Corp,Bank,33.17000000000002
Lincoln National Corp,Corporate,14.520000000000001
Lincoln National Corp,Financial company,19.77
Lincoln National Corp,Insurance company,5.199999999999999
Lincoln National Corp,"Mutual and pension fund, nominee, trust, trustee",8.39
Lincoln National Corp,Private equity firm,1.06
Lincoln National Corp,"Public authority, state, government",3.2600000000000007
Lincoln National Corp,Venture capital,0.16
Lithia Motors Inc,Bank,22.589999999999993
Lithia Motors Inc,Corporate,32.830000000000005
Lithia Motors Inc,Financial company,25.769999999999996
Lithia Motors Inc,Insurance company,2.7399999999999998
Lithia Motors Inc,"Mutual and pension fund, nominee, trust, trustee",28.049999999999997
Lithia Motors Inc,Private equity firm,2.28
Lithia Motors Inc,"Public authority, state, government",2.05
Lithia Motors Inc,Venture capital,0.87
"Live Nation Entertainment, Inc.",Bank,25.57
"Live Nation Entertainment, Inc.",Corporate,15.949999999999998
"Live Nation Entertainment, Inc.",Financial company,19.34
"Live Nation Entertainment, Inc.",Hedge fund,1.42
"Live Nation Entertainment, Inc.",Insurance company,3.7800000000000007
"Live Nation Entertainment, Inc.","Mutual and pension fund, nominee, trust, trustee",5.97
"Live Nation Entertainment, Inc.",Private equity firm,3.1599999999999997
"Live Nation Entertainment, Inc.","Public authority, state, government",12.42
"Live Nation Entertainment, Inc.",Venture capital,0.43
"Lumen Technologies, Inc.",Bank,29.449999999999992
"Lumen Technologies, Inc.",Corporate,7.989999999999998
"Lumen Technologies, Inc.",Financial company,20.11
"Lumen Technologies, Inc.",Insurance company,3.41
"Lumen Technologies, Inc.","Mutual and pension fund, nominee, trust, trustee",3.73
"Lumen Technologies, Inc.",Private equity firm,0.21000000000000002
"Lumen Technologies, Inc.","Public authority, state, government",11.21
"Lumen Technologies, Inc.",Venture capital,0.13
Manpowergroup Inc.,Bank,33.160000000000004
Manpowergroup Inc.,Corporate,26.310000000000002
Manpowergroup Inc.,Financial company,21.500000000000004
Manpowergroup Inc.,Insurance company,6.17
Manpowergroup Inc.,"Mutual and pension fund, nominee, trust, trustee",9.979999999999999
Manpowergroup Inc.,Private equity firm,0.37
Manpowergroup Inc.,"Public authority, state, government",3.66
Manpowergroup Inc.,Venture capital,5.03
Marathon Petroleum Corporation,Bank,37.86999999999999
Marathon Petroleum Corporation,Corporate,11.019999999999998
Marathon Petroleum Corporation,Financial company,15.389999999999997
Marathon Petroleum Corporation,Hedge fund,0.15
Marathon Petroleum Corporation,Insurance company,3.29
Marathon Petroleum Corporation,"Mutual and pension fund, nominee, trust, trustee",4.13
Marathon Petroleum Corporation,Private equity firm,0.78
Marathon Petroleum Corporation,"Public authority, state, government",3.3
Marsh & Mclennan Companies Inc,Bank,38.5
Marsh & Mclennan Companies Inc,Corporate,17.859999999999996
Marsh & Mclennan Companies Inc,Financial company,6.95
Marsh & Mclennan Companies Inc,Insurance company,6.030000000000002
Marsh & Mclennan Companies Inc,"Mutual and pension fund, nominee, trust, trustee",3.09
Marsh & Mclennan Companies Inc,Private equity firm,0.0
Marsh & Mclennan Companies Inc,"Public authority, state, government",3.7500000000000004
Mastercard,Bank,31.08999999999999
Mastercard,Corporate,11.949999999999998
Mastercard,Financial company,12.020000000000001
Mastercard,"Foundation, research Institute",0.0
Mastercard,Hedge fund,0.22
Mastercard,Insurance company,3.4600000000000004
Mastercard,"Mutual and pension fund, nominee, trust, trustee",3.3600000000000003
Mastercard,Private equity firm,0.25
Mastercard,"Public authority, state, government",2.9900000000000007
"Merck & Co., Inc.",Bank,36.919999999999966
"Merck & Co., Inc.",Corporate,8.86
"Merck & Co., Inc.",Financial company,11.379999999999997
"Merck & Co., Inc.",Insurance company,3.980000000000001
"Merck & Co., Inc.","Mutual and pension fund, nominee, trust, trustee",2.65
"Merck & Co., Inc.",Private equity firm,0.67
"Merck & Co., Inc.","Public authority, state, government",2.810000000000001
"Merck & Co., Inc.",Venture capital,0.13
Metlife Inc.,Bank,34.529999999999994
Metlife Inc.,Corporate,16.900000000000002
Metlife Inc.,"Employees, managers, directors",0.0
Metlife Inc.,Financial company,9.989999999999997
Metlife Inc.,Insurance company,2.3000000000000003
Metlife Inc.,"Mutual and pension fund, nominee, trust, trustee",2.8499999999999996
Metlife Inc.,Private equity firm,1.2300000000000002
Metlife Inc.,"Public authority, state, government",2.1699999999999995
Metlife Inc.,Venture capital,0.12
Micron Technology Inc,Bank,21.859999999999996
Micron Technology Inc,Corporate,15.89
Micron Technology Inc,Financial company,7.420000000000001
Micron Technology Inc,Insurance company,2.1999999999999997
Micron Technology Inc,"Mutual and pension fund, nominee, trust, trustee",5.78
Micron Technology Inc,One or more named individuals or families,0.16
Micron Technology Inc,Private equity firm,1.28
Micron Technology Inc,"Public authority, state, government",2.9400000000000004
Micron Technology Inc,Venture capital,0.89
Microsoft Corporation,Bank,23.250000000000007
Microsoft Corporation,Corporate,11.539999999999997
Microsoft Corporation,Financial company,3.1600000000000006
Microsoft Corporation,Hedge fund,0.15
Microsoft Corporation,Insurance company,3.0400000000000005
Microsoft Corporation,"Mutual and pension fund, nominee, trust, trustee",2.87
Microsoft Corporation,Private equity firm,0.26
Microsoft Corporation,"Public authority, state, government",2.4999999999999996
Morgan Stanley,Bank,33.8
Morgan Stanley,Corporate,7.260000000000001
Morgan Stanley,Financial company,11.23
Morgan Stanley,Insurance company,2.0600000000000005
Morgan Stanley,"Mutual and pension fund, nominee, trust, trustee",2.07
Morgan Stanley,Private equity firm,0.79
Morgan Stanley,"Public authority, state, government",1.9100000000000004
Morgan Stanley,Venture capital,0.32
Murphy Usa Inc.,Bank,42.19
Murphy Usa Inc.,Corporate,15.929999999999998
Murphy Usa Inc.,Financial company,18.66
Murphy Usa Inc.,Hedge fund,0.16
Murphy Usa Inc.,Insurance company,4.22
Murphy Usa Inc.,"Mutual and pension fund, nominee, trust, trustee",7.960000000000001
Murphy Usa Inc.,One or more named individuals or families,0.0
Murphy Usa Inc.,Private equity firm,0.42000000000000004
Murphy Usa Inc.,"Public authority, state, government",2.85
Murphy Usa Inc.,Venture capital,1.73
Navistar International Corp,Bank,20.450000000000003
Navistar International Corp,Corporate,98.87000000000002
Navistar International Corp,Financial company,14.15
Navistar International Corp,Insurance company,0.59
Navistar International Corp,"Mutual and pension fund, nominee, trust, trustee",3.48
Navistar International Corp,Private equity firm,16.92
Navistar International Corp,"Public authority, state, government",1.1400000000000001
Navistar International Corp,Venture capital,0.14
"Netflix, Inc.",Bank,28.700000000000003
"Netflix, Inc.",Corporate,26.88
"Netflix, Inc.",Financial company,10.97
"Netflix, Inc.",Hedge fund,0.71
"Netflix, Inc.",Insurance company,2.39
"Netflix, Inc.","Mutual and pension fund, nominee, trust, trustee",3.62
"Netflix, Inc.",One or more named individuals or families,0.12
"Netflix, Inc.",Private equity firm,1.35
"Netflix, Inc.","Public authority, state, government",2.31
"Nextera Energy, Inc.",Bank,40.94000000000002
"Nextera Energy, Inc.",Corporate,6.779999999999999
"Nextera Energy, Inc.",Financial company,13.459999999999996
"Nextera Energy, Inc.",Insurance company,3.68
"Nextera Energy, Inc.","Mutual and pension fund, nominee, trust, trustee",6.57
"Nextera Energy, Inc.",One or more named individuals or families,0.1
"Nextera Energy, Inc.",Private equity firm,0.41000000000000003
"Nextera Energy, Inc.","Public authority, state, government",3.6500000000000004
Nordstrom Inc,Bank,33.98
Nordstrom Inc,Corporate,12.12
Nordstrom Inc,Financial company,11.51
Nordstrom Inc,Hedge fund,0.58
Nordstrom Inc,Insurance company,2.3
Nordstrom Inc,"Mutual and pension fund, nominee, trust, trustee",9.490000000000002
Nordstrom Inc,One or more named individuals or families,0.0
Nordstrom Inc,Private equity firm,0.54
Nordstrom Inc,"Public authority, state, government",2.68
Nordstrom Inc,Venture capital,0.43
Norfolk Southern Corp,Bank,38.83999999999998
Norfolk Southern Corp,Corporate,13.810000000000002
Norfolk Southern Corp,Financial company,10.02
Norfolk Southern Corp,Insurance company,2.6700000000000004
Norfolk Southern Corp,"Mutual and pension fund, nominee, trust, trustee",2.84
Norfolk Southern Corp,Private equity firm,1.02
Norfolk Southern Corp,"Public authority, state, government",2.8900000000000006
Nvidia Corp,Bank,31.37
Nvidia Corp,Corporate,13.600000000000001
Nvidia Corp,Financial company,3.37
Nvidia Corp,Insurance company,2.19
Nvidia Corp,"Mutual and pension fund, nominee, trust, trustee",2.17
Nvidia Corp,One or more named individuals or families,0.15
Nvidia Corp,Private equity firm,0.37
Nvidia Corp,"Public authority, state, government",2.56
Nvidia Corp,Venture capital,0.16
Occidental Petroleum Corporation,Bank,29.089999999999993
Occidental Petroleum Corporation,Corporate,38.089999999999975
Occidental Petroleum Corporation,Financial company,1.3899999999999997
Occidental Petroleum Corporation,Insurance company,4.620000000000001
Occidental Petroleum Corporation,"Mutual and pension fund, nominee, trust, trustee",3.08
Occidental Petroleum Corporation,One or more named individuals or families,10.0
